subscriber_id,region,package_type,recharge_history,complaint_count,last_active_date,tenure_months,arpu,churn,avg_recharge,min_recharge,recharge_trend,days_since_active,region_enc,package_enc,churn_probability,risk_tier
SUB-12559,Kolkata,Basic,"340,284,308,317,293,255",2,2026-01-01,50,254.12,1,299.5,255.0,-85.0,161,6,0,0.98786795,High
SUB-12560,Bangalore,Basic,"382,295,302,289,263,301",1,2026-05-16,110,275.78,0,305.3333333333333,263.0,-81.0,26,1,0,1.7389955e-05,Low
SUB-12561,Pune,Standard,"484,492,632,540,520,584",3,2026-04-10,25,505.02,0,542.0,484.0,100.0,62,9,2,0.0014292042,Low
SUB-12562,Kolkata,Basic,"174,226,227,211,359,314",4,2026-04-05,15,230.85,0,251.83333333333334,174.0,140.0,67,6,0,0.02639776,Low
SUB-12563,Bangalore,Basic,"410,320,169,267,249,224",2,2026-03-02,48,276.23,1,273.1666666666667,169.0,-186.0,101,1,0,0.20864439,Low
SUB-12564,Chennai,Standard,"349,421,389,507,455,476",5,2025-12-17,113,432.71,1,432.8333333333333,349.0,127.0,176,2,2,0.996822,High
SUB-12565,Hyderabad,Basic,"282,273,204,187,259,282",2,2026-02-25,112,243.63,0,247.83333333333334,187.0,0.0,106,4,0,0.106173635,Low
SUB-12566,Chennai,Standard,"430,508,452,435,512,530",5,2026-01-27,22,480.61,1,477.8333333333333,430.0,100.0,135,2,2,0.94339275,High
SUB-12567,Jaipur,Standard,"373,468,484,423,464,494",3,2026-04-17,24,457.72,0,451.0,373.0,121.0,55,5,2,0.00017946344,Low
SUB-12568,Chennai,Standard,"564,528,437,541,438,519",3,2026-06-03,59,483.68,0,504.5,437.0,-45.0,8,2,2,3.8729446e-05,Low
SUB-12569,Kolkata,Standard,"509,528,516,447,504,492",2,2026-03-10,35,468.15,0,499.3333333333333,447.0,-17.0,93,6,2,0.007107948,Low
SUB-12570,Hyderabad,Premium,"849,767,825,822,822,827",1,2025-12-26,16,848.67,0,818.6666666666666,767.0,-22.0,167,4,1,0.14917597,Low
SUB-12571,Kolkata,Basic,"234,266,225,344,284,291",0,2026-03-29,35,298.55,0,274.0,225.0,57.0,74,6,0,0.00058564404,Low
SUB-12572,Bangalore,Basic,"249,129,217,178,297,207",0,2026-05-16,10,222.75,0,212.83333333333334,129.0,-42.0,26,1,0,6.724981e-06,Low
SUB-12573,Ahmedabad,Standard,"476,384,416,402,384,416",1,2026-01-15,34,432.95,0,413.0,384.0,-60.0,147,0,2,0.38851234,Medium
SUB-12574,Kolkata,Standard,"511,568,487,520,591,409",5,2026-03-18,73,552.99,0,514.3333333333334,409.0,-102.0,85,6,2,0.03848641,Low
SUB-12575,Ahmedabad,Premium,"667,643,767,677,809,685",2,2026-04-30,37,709.66,0,708.0,643.0,18.0,42,0,1,1.1668685e-05,Low
SUB-12576,Delhi,Premium,"806,637,740,774,726,784",3,2026-01-26,71,719.76,0,744.5,637.0,-22.0,136,3,1,0.17067337,Low
SUB-12577,Kolkata,Basic,"203,234,225,285,307,231",3,2026-01-02,110,244.8,1,247.5,203.0,28.0,160,6,0,0.9954075,High
SUB-12578,Kolkata,Standard,"490,382,496,387,414,330",3,2026-02-02,31,394.92,1,416.5,330.0,-160.0,129,6,2,0.6979783,High
SUB-12579,Delhi,Standard,"332,302,355,436,390,368",5,2026-05-01,10,345.38,0,363.8333333333333,302.0,36.0,41,3,2,0.00030783578,Low
SUB-12580,Lucknow,Basic,"258,223,230,174,214,241",1,2026-02-27,16,230.35,0,223.33333333333334,174.0,-17.0,104,7,0,0.04060537,Low
SUB-12581,Kolkata,Standard,"526,552,400,450,542,547",1,2026-01-06,83,460.91,1,502.8333333333333,400.0,21.0,156,6,2,0.70382917,High
SUB-12582,Bangalore,Standard,"451,448,521,417,473,449",1,2026-03-04,85,448.97,0,459.8333333333333,417.0,-2.0,99,1,2,0.010855364,Low
SUB-12583,Kolkata,Basic,"267,284,283,215,337,266",3,2026-01-10,76,254.56,1,275.3333333333333,215.0,-1.0,152,6,0,0.9919778,High
SUB-12584,Jaipur,Standard,"423,275,515,466,493,425",1,2026-04-08,23,431.74,0,432.8333333333333,275.0,2.0,64,5,2,0.000106041785,Low
SUB-12585,Ahmedabad,Premium,"946,899,964,912,904,868",4,2026-03-21,27,910.55,0,915.5,868.0,-78.0,82,0,1,0.00079139427,Low
SUB-12586,Chennai,Premium,"776,768,818,817,818,930",0,2026-01-03,117,827.8,0,821.1666666666666,768.0,154.0,159,2,1,0.050321072,Low
SUB-12587,Lucknow,Premium,"992,961,927,869,879,993",3,2026-02-05,113,961.01,0,936.8333333333334,869.0,1.0,126,7,1,0.005830334,Low
SUB-12588,Hyderabad,Premium,"868,809,837,789,824,834",4,2026-05-12,73,814.94,0,826.8333333333334,789.0,-34.0,30,4,1,2.7018934e-05,Low
SUB-12589,Hyderabad,Basic,"281,290,356,270,242,282",4,2026-06-11,110,268.44,0,286.8333333333333,242.0,1.0,0,4,0,0.0001272329,Low
SUB-12590,Mumbai,Standard,"464,426,496,399,351,478",2,2026-05-12,41,437.92,0,435.6666666666667,351.0,14.0,30,8,2,2.440035e-05,Low
SUB-12591,Kolkata,Standard,"483,512,511,417,414,462",1,2026-05-23,84,445.68,0,466.5,414.0,-21.0,19,6,2,9.832139e-06,Low
SUB-12592,Jaipur,Basic,"232,139,198,281,200,161",6,2026-04-01,110,177.42,1,201.83333333333334,139.0,-71.0,71,5,0,0.9080245,High
SUB-12593,Ahmedabad,Premium,"709,830,821,764,811,870",3,2025-12-18,23,799.33,1,800.8333333333334,709.0,161.0,175,0,1,0.83896005,High
SUB-12594,Chennai,Basic,"216,149,157,230,180,238",1,2026-02-12,44,201.63,0,195.0,149.0,22.0,119,2,0,0.2078254,Low
SUB-12595,Jaipur,Basic,"305,148,323,243,323,307",4,2026-03-20,34,261.54,0,274.8333333333333,148.0,2.0,83,5,0,0.15591487,Low
SUB-12596,Chennai,Basic,"269,244,281,336,336,309",2,2026-02-03,4,245.39,1,295.8333333333333,244.0,40.0,128,2,0,0.6838529,High
SUB-12597,Delhi,Basic,"240,291,347,221,286,239",0,2026-02-28,33,272.02,0,270.6666666666667,221.0,-1.0,103,3,0,0.0071241907,Low
SUB-12598,Kolkata,Basic,"232,228,321,255,255,188",3,2026-02-09,96,253.24,1,246.5,188.0,-44.0,122,6,0,0.7086554,High
SUB-12599,Jaipur,Premium,"813,839,739,852,718,783",3,2026-03-05,88,761.24,0,790.6666666666666,718.0,-30.0,98,5,1,0.0012418057,Low
SUB-12600,Bangalore,Standard,"414,475,500,508,429,488",3,2026-05-30,27,438.04,0,469.0,414.0,74.0,12,1,2,4.4942175e-05,Low
SUB-12601,Delhi,Standard,"457,371,443,543,439,442",2,2026-02-25,81,447.82,0,449.1666666666667,371.0,-15.0,106,3,2,0.023977777,Low
SUB-12602,Mumbai,Standard,"333,376,365,379,248,406",2,2026-01-11,54,390.27,1,351.1666666666667,248.0,73.0,151,8,2,0.93494457,High
SUB-12603,Pune,Basic,"285,280,394,304,290,322",3,2026-06-05,93,324.66,0,312.5,280.0,37.0,6,9,0,4.3541942e-05,Low
SUB-12604,Pune,Premium,"574,639,599,653,680,643",0,2026-02-26,81,632.96,0,631.3333333333334,574.0,69.0,105,9,1,0.0010788537,Low
SUB-12605,Chennai,Premium,"535,536,555,561,603,540",1,2026-03-24,58,562.8,0,555.0,535.0,5.0,79,2,1,0.0005147331,Low
SUB-12606,Lucknow,Basic,"246,278,224,199,121,196",4,2026-05-05,113,182.13,0,210.66666666666666,121.0,-50.0,37,7,0,0.00020586328,Low
SUB-12607,Delhi,Premium,"990,979,958,967,923,943",2,2026-02-06,117,944.79,0,960.0,923.0,-47.0,125,3,1,0.0019593197,Low
SUB-12608,Lucknow,Premium,"796,830,780,848,831,848",1,2026-06-02,81,772.94,0,822.1666666666666,780.0,52.0,9,7,1,5.7211564e-06,Low
SUB-12609,Pune,Standard,"374,442,414,477,469,412",3,2026-02-23,2,431.51,0,431.3333333333333,374.0,38.0,108,9,2,0.12567563,Low
SUB-12610,Delhi,Standard,"415,401,326,481,341,364",1,2026-05-21,57,411.65,0,388.0,326.0,-51.0,21,3,2,1.1141715e-05,Low
SUB-12611,Hyderabad,Premium,"731,759,705,740,740,702",1,2026-05-16,2,765.29,0,729.5,702.0,-29.0,26,4,1,9.038624e-06,Low
SUB-12612,Delhi,Basic,"339,245,248,186,306,225",1,2026-06-11,41,205.23,0,258.1666666666667,186.0,-114.0,0,3,0,3.2354717e-05,Low
SUB-12613,Bangalore,Premium,"869,863,745,831,866,865",5,2026-05-22,25,849.03,0,839.8333333333334,745.0,-4.0,20,1,1,4.779218e-05,Low
SUB-12614,Pune,Basic,"196,225,227,205,222,218",2,2026-04-07,1,231.86,0,215.5,196.0,22.0,65,9,0,0.0020299929,Low
SUB-12615,Mumbai,Basic,"269,234,218,178,262,261",3,2026-02-08,117,236.68,0,237.0,178.0,-8.0,123,8,0,0.66733575,High
SUB-12616,Bangalore,Premium,"898,945,963,841,890,912",0,2026-01-04,119,952.61,0,908.1666666666666,841.0,14.0,158,1,1,0.0047764257,Low
SUB-12617,Jaipur,Standard,"514,535,543,505,576,570",4,2026-02-01,102,558.55,0,540.5,505.0,56.0,130,5,2,0.7200968,High
SUB-12618,Chennai,Premium,"659,645,799,732,757,821",4,2026-05-14,18,769.24,0,735.5,645.0,162.0,28,2,1,0.00017041719,Low
SUB-12619,Bangalore,Basic,"219,212,298,189,254,275",1,2026-03-03,71,237.09,0,241.16666666666666,189.0,56.0,100,1,0,0.040003717,Low
SUB-12620,Delhi,Standard,"470,531,450,474,511,456",6,2025-12-14,96,508.66,1,482.0,450.0,-14.0,179,3,2,0.999406,High
SUB-12621,Lucknow,Premium,"738,780,735,717,801,717",2,2026-05-06,38,761.75,0,748.0,717.0,-21.0,36,7,1,8.242625e-06,Low
SUB-12622,Hyderabad,Basic,"247,276,280,220,321,302",3,2026-02-13,109,272.03,0,274.3333333333333,220.0,55.0,118,4,0,0.64700377,Medium
SUB-12623,Lucknow,Standard,"419,371,431,426,375,425",4,2026-03-06,98,443.12,0,407.8333333333333,371.0,6.0,97,7,2,0.20969053,Low
SUB-12624,Lucknow,Premium,"718,764,706,719,619,736",4,2025-12-31,105,700.1,1,710.3333333333334,619.0,18.0,162,7,1,0.9457463,High
SUB-12625,Ahmedabad,Premium,"1014,963,1062,1038,925,919",1,2026-04-06,113,963.3,0,986.8333333333334,919.0,-95.0,66,0,1,1.5897578e-05,Low
SUB-12626,Bangalore,Basic,"245,261,314,317,383,332",0,2026-05-27,120,285.01,0,308.6666666666667,245.0,87.0,15,1,0,1.5810703e-05,Low
SUB-12627,Delhi,Standard,"401,456,445,518,490,501",2,2026-04-01,11,462.05,0,468.5,401.0,100.0,71,3,2,0.0009848821,Low
SUB-12628,Kolkata,Basic,"296,251,357,290,287,221",2,2026-03-03,33,253.83,0,283.6666666666667,221.0,-75.0,100,6,0,0.12786558,Low
SUB-12629,Mumbai,Premium,"923,954,956,893,926,1009",5,2026-04-15,61,922.83,0,943.5,893.0,86.0,57,8,1,0.00060291844,Low
SUB-12630,Ahmedabad,Basic,"278,273,301,275,264,303",5,2025-12-13,32,271.96,1,282.3333333333333,264.0,25.0,180,0,0,0.9998141,High
SUB-12631,Jaipur,Standard,"344,374,417,340,423,398",3,2026-03-13,9,401.06,0,382.6666666666667,340.0,54.0,90,5,2,0.050644152,Low
SUB-12632,Lucknow,Standard,"493,493,528,531,530,659",3,2026-01-30,22,539.5,0,539.0,493.0,166.0,132,7,2,0.3142583,Low
SUB-12633,Hyderabad,Premium,"869,669,783,726,714,674",2,2026-01-09,77,757.76,0,739.1666666666666,669.0,-195.0,153,4,1,0.1274091,Low
SUB-12634,Kolkata,Standard,"412,337,411,500,404,441",2,2025-12-25,42,434.33,1,417.5,337.0,29.0,168,6,2,0.9375758,High
SUB-12635,Ahmedabad,Premium,"869,858,857,855,856,793",5,2026-04-18,56,845.89,0,848.0,793.0,-76.0,54,0,1,0.00036123567,Low
SUB-12636,Ahmedabad,Premium,"698,757,619,733,697,760",3,2026-01-07,98,676.0,0,710.6666666666666,619.0,62.0,155,0,1,0.68739516,High
SUB-12637,Jaipur,Basic,"248,229,91,255,176,268",1,2026-04-14,76,214.03,0,211.16666666666666,91.0,20.0,58,5,0,0.0005631064,Low
SUB-12638,Mumbai,Standard,"517,526,633,553,564,538",3,2026-02-04,41,541.19,1,555.1666666666666,517.0,21.0,127,8,2,0.26477894,Low
SUB-12639,Ahmedabad,Premium,"943,934,829,953,954,866",2,2025-12-25,61,923.66,0,913.1666666666666,829.0,-77.0,168,0,1,0.33805406,Low
SUB-12640,Lucknow,Premium,"689,794,784,802,751,816",1,2026-04-19,69,758.59,0,772.6666666666666,689.0,127.0,53,7,1,1.5473599e-05,Low
SUB-12641,Pune,Standard,"396,333,410,383,374,363",2,2026-06-07,56,376.02,0,376.5,333.0,-33.0,4,9,2,2.0071802e-05,Low
SUB-12642,Ahmedabad,Standard,"313,434,448,387,436,454",1,2026-01-02,93,431.65,0,412.0,313.0,141.0,160,0,2,0.5587742,Medium
SUB-12643,Delhi,Basic,"282,277,232,210,215,323",1,2026-01-12,48,263.24,1,256.5,210.0,41.0,150,3,0,0.8200892,High
SUB-12644,Chennai,Premium,"846,695,792,790,717,848",3,2025-12-21,35,749.8,0,781.3333333333334,695.0,2.0,172,2,1,0.6869301,High
SUB-12645,Jaipur,Basic,"274,176,171,182,252,273",2,2026-06-10,41,230.65,0,221.33333333333334,171.0,-1.0,1,5,0,1.9141782e-05,Low
SUB-12646,Kolkata,Basic,"218,177,249,237,126,198",2,2026-05-28,73,202.53,0,200.83333333333334,126.0,-20.0,14,6,0,2.695102e-05,Low
SUB-12647,Chennai,Standard,"454,516,475,440,501,440",2,2026-02-20,104,447.58,0,471.0,440.0,-14.0,111,2,2,0.058923993,Low
SUB-12648,Mumbai,Basic,"290,218,192,290,227,206",2,2026-03-12,68,235.99,0,237.16666666666666,192.0,-84.0,91,8,0,0.04110143,Low
SUB-12649,Jaipur,Premium,"894,837,871,866,840,884",2,2026-01-04,53,873.68,0,865.3333333333334,837.0,-10.0,158,5,1,0.115650356,Low
SUB-12650,Pune,Standard,"399,440,400,439,482,428",2,2026-06-08,92,431.29,0,431.3333333333333,399.0,29.0,3,9,2,2.2535405e-05,Low
SUB-12651,Lucknow,Standard,"347,321,371,398,310,343",1,2026-03-12,28,338.03,0,348.3333333333333,310.0,-4.0,91,7,2,0.004035292,Low
SUB-12652,Kolkata,Premium,"786,800,731,770,763,747",0,2026-03-03,60,748.27,0,766.1666666666666,731.0,-39.0,100,6,1,0.00012735791,Low
SUB-12653,Mumbai,Standard,"366,517,591,580,471,544",0,2026-05-22,42,524.38,0,511.5,366.0,178.0,20,8,2,1.3225674e-05,Low
SUB-12654,Bangalore,Basic,"189,221,197,221,239,264",4,2026-05-20,8,251.13,0,221.83333333333334,189.0,75.0,22,1,0,9.226492e-05,Low
SUB-12655,Jaipur,Standard,"600,609,537,572,483,504",3,2026-03-04,17,548.59,0,550.8333333333334,483.0,-96.0,99,5,2,0.010919088,Low
SUB-12656,Bangalore,Premium,"781,831,838,726,768,849",0,2026-03-06,18,773.74,0,798.8333333333334,726.0,68.0,97,1,1,0.00021009613,Low
SUB-12657,Kolkata,Premium,"671,777,594,660,735,711",2,2026-05-16,37,717.9,0,691.3333333333334,594.0,40.0,26,6,1,1.1243887e-05,Low
SUB-12658,Jaipur,Basic,"248,243,334,252,249,224",5,2026-05-09,113,249.02,0,258.3333333333333,224.0,-24.0,33,5,0,0.00041796052,Low
SUB-12659,Kolkata,Standard,"507,396,449,391,493,443",5,2026-03-28,75,429.94,0,446.5,391.0,-64.0,75,6,2,0.039939884,Low
SUB-12660,Mumbai,Premium,"769,735,751,800,749,765",3,2026-01-07,45,784.36,1,761.5,735.0,-4.0,155,8,1,0.49645105,Medium
SUB-12661,Chennai,Standard,"493,495,475,585,511,607",3,2026-03-08,52,536.36,0,527.6666666666666,475.0,114.0,95,2,2,0.008683793,Low
SUB-12662,Chennai,Standard,"330,363,294,286,422,456",1,2026-04-02,21,423.02,0,358.5,286.0,126.0,70,2,2,0.00045911505,Low
SUB-12663,Chennai,Standard,"517,485,567,480,497,570",3,2026-02-15,99,508.21,0,519.3333333333334,480.0,53.0,116,2,2,0.15766454,Low
SUB-12664,Lucknow,Standard,"518,526,486,549,422,504",2,2026-02-17,5,467.69,0,500.8333333333333,422.0,-14.0,114,7,2,0.041837085,Low
SUB-12665,Pune,Premium,"992,952,979,921,1021,966",3,2026-03-11,119,986.03,0,971.8333333333334,921.0,-26.0,92,9,1,0.00020664954,Low
SUB-12666,Hyderabad,Standard,"373,469,384,427,469,420",4,2026-04-15,115,395.4,0,423.6666666666667,373.0,47.0,57,4,2,0.004616296,Low
SUB-12667,Ahmedabad,Standard,"412,360,369,445,381,421",1,2026-03-13,72,421.74,0,398.0,360.0,9.0,90,0,2,0.0032008765,Low
SUB-12668,Bangalore,Standard,"401,378,421,349,374,362",4,2026-04-29,10,388.66,0,380.8333333333333,349.0,-39.0,43,1,2,0.000103063976,Low
SUB-12669,Bangalore,Standard,"388,520,425,443,427,467",3,2026-01-21,105,437.7,1,445.0,388.0,79.0,141,1,2,0.86416763,High
SUB-12670,Kolkata,Standard,"342,440,391,442,319,427",1,2026-01-11,59,394.65,1,393.5,319.0,85.0,151,6,2,0.6108687,Medium
SUB-12671,Mumbai,Basic,"233,276,205,346,312,317",1,2026-02-06,85,232.48,0,281.5,205.0,84.0,125,8,0,0.43174008,Medium
SUB-12672,Hyderabad,Basic,"198,227,227,276,210,272",3,2026-05-02,110,236.82,0,235.0,198.0,74.0,40,4,0,6.361245e-05,Low
SUB-12673,Ahmedabad,Premium,"823,755,832,863,801,764",2,2025-12-31,97,834.22,0,806.3333333333334,755.0,-59.0,162,0,1,0.24653675,Low
SUB-12674,Bangalore,Premium,"918,852,896,901,944,922",2,2026-01-18,36,893.06,0,905.5,852.0,4.0,144,1,1,0.011618036,Low
SUB-12675,Pune,Standard,"532,444,520,476,426,546",2,2026-05-01,113,484.41,0,490.6666666666667,426.0,14.0,41,9,2,2.5670834e-05,Low
SUB-12676,Chennai,Premium,"955,929,1039,1032,974,1035",1,2026-02-04,51,1017.56,0,994.0,929.0,80.0,127,2,1,0.00065021205,Low
SUB-12677,Kolkata,Premium,"720,692,662,648,689,640",4,2026-01-13,112,685.19,1,675.1666666666666,640.0,-80.0,149,6,1,0.8626666,High
SUB-12678,Lucknow,Premium,"1057,1079,1025,1031,999,1029",0,2026-05-06,7,1015.55,0,1036.6666666666667,999.0,-28.0,36,7,1,4.6486603e-06,Low
SUB-12679,Mumbai,Basic,"253,291,178,260,280,216",3,2026-01-30,86,247.61,1,246.33333333333334,178.0,-37.0,132,8,0,0.8881503,High
SUB-12680,Hyderabad,Standard,"405,478,320,425,353,368",2,2026-02-19,5,395.1,0,391.5,320.0,-37.0,112,4,2,0.12940729,Low
SUB-12681,Mumbai,Basic,"209,144,188,217,262,256",1,2026-04-05,72,184.73,0,212.66666666666666,144.0,47.0,67,8,0,0.0007863037,Low
SUB-12682,Delhi,Standard,"385,415,358,409,424,412",6,2026-05-21,74,389.28,0,400.5,358.0,27.0,21,3,2,0.0005985253,Low
SUB-12683,Bangalore,Standard,"426,383,351,523,474,445",4,2026-02-25,19,441.79,0,433.6666666666667,351.0,19.0,106,1,2,0.36551404,Medium
SUB-12684,Lucknow,Premium,"767,820,764,794,771,823",5,2026-02-11,41,779.6,0,789.8333333333334,764.0,56.0,120,7,1,0.25398827,Low
SUB-12685,Hyderabad,Basic,"246,352,400,327,185,236",1,2025-12-16,108,271.31,1,291.0,185.0,-10.0,177,4,0,0.9864259,High
SUB-12686,Jaipur,Standard,"438,411,387,388,434,413",3,2026-04-21,9,408.73,0,411.8333333333333,387.0,-25.0,51,5,2,0.00013076581,Low
SUB-12687,Lucknow,Standard,"450,454,375,472,437,466",3,2025-12-13,49,407.71,1,442.3333333333333,375.0,16.0,180,7,2,0.9969214,High
SUB-12688,Chennai,Standard,"412,388,430,454,355,456",2,2026-01-05,21,443.3,1,415.8333333333333,355.0,44.0,157,2,2,0.90068924,High
SUB-12689,Kolkata,Standard,"452,418,370,358,452,438",5,2026-03-24,10,421.91,0,414.6666666666667,358.0,-14.0,79,6,2,0.13485444,Low
SUB-12690,Bangalore,Premium,"981,860,910,787,955,1006",3,2026-04-30,56,928.51,0,916.5,787.0,25.0,42,1,1,1.2329435e-05,Low
SUB-12691,Mumbai,Standard,"404,519,560,505,418,473",1,2026-02-01,8,487.98,0,479.8333333333333,404.0,69.0,130,8,2,0.08443226,Low
SUB-12692,Hyderabad,Basic,"164,243,316,245,163,282",3,2026-03-02,3,238.17,0,235.5,163.0,118.0,101,4,0,0.32501343,Low
SUB-12693,Chennai,Basic,"287,224,183,192,167,120",2,2026-02-27,34,220.26,0,195.5,120.0,-167.0,104,2,0,0.2874985,Low
SUB-12694,Delhi,Basic,"338,225,264,279,260,323",1,2026-01-09,68,262.41,1,281.5,225.0,-15.0,153,3,0,0.88050276,High
SUB-12695,Ahmedabad,Premium,"964,778,806,853,909,808",7,2026-04-24,64,857.66,0,853.0,778.0,-156.0,48,0,1,0.0037864484,Low
SUB-12696,Ahmedabad,Basic,"266,308,248,283,174,310",2,2026-04-27,67,247.57,0,264.8333333333333,174.0,44.0,45,0,0,8.995856e-05,Low
SUB-12697,Pune,Standard,"363,310,331,321,322,329",1,2026-04-24,78,344.46,0,329.3333333333333,310.0,-34.0,48,9,2,4.273614e-05,Low
SUB-12698,Chennai,Premium,"999,910,992,989,991,924",0,2026-06-01,65,966.76,0,967.5,910.0,-75.0,10,2,1,1.4412149e-06,Low
SUB-12699,Kolkata,Basic,"231,238,226,274,316,237",2,2026-01-06,92,236.37,1,253.66666666666666,226.0,6.0,156,6,0,0.97952795,High
SUB-12700,Delhi,Standard,"414,375,406,480,536,458",2,2026-03-05,11,440.7,0,444.8333333333333,375.0,44.0,98,3,2,0.019668542,Low
SUB-12701,Mumbai,Basic,"210,249,215,278,232,308",3,2025-12-20,26,279.16,1,248.66666666666666,210.0,98.0,173,8,0,0.99457437,High
SUB-12702,Chennai,Basic,"194,192,133,118,189,106",2,2026-03-08,65,192.48,1,155.33333333333334,106.0,-88.0,95,2,0,0.30795285,Low
SUB-12703,Kolkata,Standard,"525,483,504,463,480,489",5,2026-01-27,12,511.87,1,490.6666666666667,463.0,-36.0,135,6,2,0.9293562,High
SUB-12704,Kolkata,Basic,"259,252,319,242,247,278",1,2025-12-26,54,244.69,1,266.1666666666667,242.0,19.0,167,6,0,0.9322855,High
SUB-12705,Pune,Basic,"204,147,268,239,214,228",3,2026-04-26,86,215.18,0,216.66666666666666,147.0,24.0,46,9,0,0.00023812336,Low
SUB-12706,Mumbai,Premium,"796,817,652,763,767,753",1,2026-04-22,78,730.53,0,758.0,652.0,-43.0,50,8,1,1.0484612e-05,Low
SUB-12707,Delhi,Basic,"194,111,166,315,151,284",5,2026-01-21,61,222.48,1,203.5,111.0,90.0,141,3,0,0.99082446,High
SUB-12708,Jaipur,Basic,"319,203,241,297,237,347",1,2026-05-02,94,262.99,0,274.0,203.0,28.0,40,5,0,1.7320903e-05,Low
SUB-12709,Delhi,Basic,"223,293,250,198,328,188",1,2026-04-11,75,266.03,0,246.66666666666666,188.0,-35.0,61,3,0,0.00047219638,Low
SUB-12710,Pune,Standard,"487,584,521,524,504,475",1,2026-02-26,93,502.91,0,515.8333333333334,475.0,-12.0,105,9,2,0.011296975,Low
SUB-12711,Ahmedabad,Standard,"470,408,468,443,401,539",2,2026-02-13,101,483.46,0,454.8333333333333,401.0,69.0,118,0,2,0.06772293,Low
SUB-12712,Ahmedabad,Basic,"141,264,274,268,264,230",3,2026-02-25,110,249.34,0,240.16666666666666,141.0,89.0,106,0,0,0.37360963,Medium
SUB-12713,Hyderabad,Standard,"304,380,432,390,352,465",3,2026-03-24,49,404.16,0,387.1666666666667,304.0,161.0,79,4,2,0.0153332865,Low
SUB-12714,Hyderabad,Standard,"541,436,522,443,442,448",1,2026-03-19,39,463.77,0,472.0,436.0,-93.0,84,4,2,0.001038729,Low
SUB-12715,Lucknow,Basic,"269,327,203,305,260,248",3,2026-04-08,27,265.1,0,268.6666666666667,203.0,-21.0,64,7,0,0.0017907924,Low
SUB-12716,Jaipur,Basic,"203,153,146,163,223,196",0,2026-03-19,79,219.26,0,180.66666666666666,146.0,-7.0,84,5,0,0.004767485,Low
SUB-12717,Kolkata,Basic,"270,282,151,199,205,182",4,2026-05-14,46,240.06,0,214.83333333333334,151.0,-88.0,28,6,0,0.00010345075,Low
SUB-12718,Delhi,Basic,"183,232,196,205,125,159",4,2026-03-06,18,233.0,1,183.33333333333334,125.0,-24.0,97,3,0,0.7056733,High
SUB-12719,Lucknow,Basic,"188,261,244,178,99,127",4,2026-03-23,74,207.08,0,182.83333333333334,99.0,-61.0,80,7,0,0.17825414,Low
SUB-12720,Hyderabad,Basic,"201,259,195,250,300,246",2,2026-05-30,31,254.62,0,241.83333333333334,195.0,45.0,12,4,0,2.5841739e-05,Low
SUB-12721,Jaipur,Premium,"802,789,817,699,876,846",1,2026-05-08,94,802.19,0,804.8333333333334,699.0,44.0,34,5,1,5.6473355e-06,Low
SUB-12722,Chennai,Premium,"771,876,748,927,840,831",3,2026-04-24,32,837.48,0,832.1666666666666,748.0,60.0,48,2,1,4.808742e-05,Low
SUB-12723,Delhi,Basic,"200,215,160,282,294,337",4,2025-12-20,47,263.92,1,248.0,160.0,137.0,173,3,0,0.99892884,High
SUB-12724,Delhi,Standard,"504,513,517,479,529,568",3,2026-01-29,84,494.78,1,518.3333333333334,479.0,64.0,133,3,2,0.566221,Medium
SUB-12725,Hyderabad,Standard,"283,423,412,499,407,473",3,2026-06-04,96,415.57,0,416.1666666666667,283.0,190.0,7,4,2,0.00011825757,Low
SUB-12726,Ahmedabad,Basic,"324,232,203,180,252,292",2,2026-03-07,19,242.97,0,247.16666666666666,180.0,-32.0,96,0,0,0.06297029,Low
SUB-12727,Kolkata,Basic,"241,329,221,278,268,251",2,2026-05-07,56,250.72,0,264.6666666666667,221.0,10.0,35,6,0,2.4818388e-05,Low
SUB-12728,Pune,Basic,"261,262,344,242,266,229",6,2026-02-19,50,247.0,1,267.3333333333333,229.0,-32.0,112,9,0,0.92855126,High
SUB-12729,Kolkata,Premium,"758,791,726,794,756,751",0,2026-03-22,14,775.87,0,762.6666666666666,726.0,-7.0,81,6,1,6.0761857e-05,Low
SUB-12730,Delhi,Premium,"538,534,625,576,614,689",3,2026-03-27,106,607.05,0,596.0,534.0,151.0,76,3,1,0.0017992089,Low
SUB-12731,Kolkata,Premium,"808,852,942,768,924,904",2,2026-02-20,62,898.17,0,866.3333333333334,768.0,96.0,111,6,1,0.0010299,Low
SUB-12732,Bangalore,Basic,"289,242,263,185,207,259",1,2026-02-24,120,244.65,0,240.83333333333334,185.0,-30.0,107,1,0,0.100869544,Low
SUB-12733,Kolkata,Premium,"1036,996,1201,941,993,1035",4,2026-04-07,32,1009.44,0,1033.6666666666667,941.0,-1.0,65,6,1,6.8611305e-05,Low
SUB-12734,Bangalore,Standard,"471,467,414,439,461,464",5,2026-01-14,90,419.27,1,452.6666666666667,414.0,-7.0,148,1,2,0.9935747,High
SUB-12735,Ahmedabad,Basic,"331,121,275,318,210,324",3,2026-04-28,7,252.11,0,263.1666666666667,121.0,-7.0,44,0,0,7.4978176e-05,Low
SUB-12736,Lucknow,Standard,"367,496,456,383,427,496",1,2026-02-20,7,438.15,0,437.5,367.0,129.0,111,7,2,0.015941227,Low
