subscriber_id,region,package_type,recharge_history,complaint_count,last_active_date,tenure_months,arpu,churn
SUB-11197,Mumbai,Standard,"553,569,479,390,580,467",1,2025-12-25,52,464.13,1
SUB-11198,Pune,Basic,"239,263,248,239,104,244",3,2026-04-03,114,239.8,0
SUB-11199,Jaipur,Standard,"423,509,433,397,420,438",3,2026-05-18,30,465.02,0
SUB-11200,Bangalore,Basic,"232,258,299,199,206,237",3,2025-12-26,33,258.22,1
SUB-11201,Kolkata,Basic,"238,212,238,255,349,229",3,2026-01-29,44,257.83,1
SUB-11202,Kolkata,Premium,"910,859,854,917,839,880",5,2026-01-19,113,880.57,1
SUB-11203,Delhi,Basic,"192,151,151,202,282,117",7,2025-12-25,67,239.22,1
SUB-11204,Kolkata,Standard,"587,535,480,452,531,443",1,2026-05-17,45,487.79,0
SUB-11205,Bangalore,Standard,"491,462,521,452,429,401",2,2026-05-12,24,452.5,0
SUB-11206,Mumbai,Standard,"519,464,450,496,437,487",2,2026-04-12,96,467.81,0
SUB-11207,Ahmedabad,Premium,"588,521,692,709,672,718",1,2026-05-20,88,659.23,0
SUB-11208,Ahmedabad,Premium,"926,911,774,908,853,896",4,2026-03-25,3,872.08,0
SUB-11209,Jaipur,Premium,"720,724,654,682,689,694",1,2026-04-15,93,682.37,0
SUB-11210,Pune,Standard,"477,441,482,471,467,409",1,2026-01-27,81,433.86,0
SUB-11211,Delhi,Basic,"155,284,217,320,240,326",3,2026-02-26,89,252.45,0
SUB-11212,Hyderabad,Premium,"630,546,602,683,664,663",1,2026-03-11,45,637.14,0
SUB-11213,Jaipur,Premium,"758,800,790,852,822,806",2,2026-03-08,91,788.39,0
SUB-11214,Lucknow,Standard,"467,367,357,379,410,271",1,2026-05-24,22,389.98,0
SUB-11215,Lucknow,Basic,"319,283,240,176,175,230",4,2026-01-16,64,228.4,1
SUB-11216,Chennai,Basic,"285,301,284,363,373,284",3,2026-02-27,27,304.76,0
SUB-11217,Chennai,Premium,"735,739,808,743,716,755",5,2026-03-17,51,754.95,0
SUB-11218,Lucknow,Standard,"353,545,376,390,443,505",0,2026-02-06,23,441.2,0
SUB-11219,Pune,Standard,"441,511,445,496,542,505",5,2026-01-29,55,499.54,1
SUB-11220,Ahmedabad,Standard,"354,396,379,340,429,346",4,2026-03-10,63,393.23,0
SUB-11221,Lucknow,Basic,"239,251,328,127,290,197",2,2026-01-19,47,258.02,1
SUB-11222,Pune,Basic,"191,217,283,271,275,254",2,2026-03-24,27,297.7,0
SUB-11223,Delhi,Standard,"608,620,587,611,627,511",2,2026-01-10,33,590.04,1
SUB-11224,Delhi,Premium,"796,766,719,789,806,681",6,2026-04-16,45,730.63,0
SUB-11225,Jaipur,Basic,"321,372,289,366,243,349",5,2025-12-26,71,315.82,1
SUB-11226,Jaipur,Standard,"616,569,543,593,618,498",3,2026-02-21,23,589.02,0
SUB-11227,Ahmedabad,Basic,"143,342,410,283,304,220",5,2026-04-21,25,290.72,0
SUB-11228,Lucknow,Premium,"623,672,748,684,652,749",2,2025-12-20,2,722.4,1
SUB-11229,Ahmedabad,Standard,"518,489,459,518,445,552",6,2026-03-10,15,520.48,0
SUB-11230,Mumbai,Basic,"333,337,314,226,368,361",1,2026-05-23,13,308.0,0
SUB-11231,Delhi,Basic,"73,187,240,309,194,122",3,2026-05-15,79,213.36,0
SUB-11232,Hyderabad,Standard,"455,479,511,499,484,474",1,2026-06-11,68,471.66,0
SUB-11233,Kolkata,Standard,"574,481,550,450,484,525",5,2026-04-22,24,547.12,0
SUB-11234,Pune,Standard,"540,581,585,592,526,510",4,2026-01-04,64,541.01,1
SUB-11235,Bangalore,Basic,"255,197,295,190,137,303",0,2026-01-13,34,245.55,1
SUB-11236,Lucknow,Basic,"316,323,300,277,333,271",2,2026-06-11,12,276.49,0
SUB-11237,Jaipur,Standard,"410,545,459,356,383,500",2,2026-03-05,13,442.59,0
SUB-11238,Kolkata,Standard,"517,443,318,404,464,384",6,2026-01-07,91,415.06,1
SUB-11239,Mumbai,Standard,"329,368,266,391,291,344",1,2026-01-02,108,353.69,1
SUB-11240,Lucknow,Premium,"757,708,710,675,669,671",2,2026-03-16,12,678.93,0
SUB-11241,Ahmedabad,Basic,"211,205,204,228,194,252",1,2025-12-24,68,242.45,1
SUB-11242,Mumbai,Standard,"321,373,390,343,328,386",5,2026-01-06,59,374.19,1
SUB-11243,Lucknow,Standard,"484,426,518,493,489,506",1,2025-12-23,60,483.01,1
SUB-11244,Chennai,Standard,"592,558,512,634,529,606",4,2026-04-26,58,581.61,0
SUB-11245,Mumbai,Premium,"890,866,904,855,859,867",4,2026-03-03,87,871.4,0
SUB-11246,Delhi,Basic,"189,274,174,247,283,117",2,2026-04-26,103,230.1,0
SUB-11247,Chennai,Standard,"588,441,453,408,514,449",0,2026-02-21,24,485.9,0
SUB-11248,Kolkata,Basic,"182,267,229,193,224,218",1,2026-04-28,87,227.59,0
SUB-11249,Mumbai,Standard,"470,458,436,395,411,447",7,2026-03-04,66,441.01,1
SUB-11250,Lucknow,Premium,"698,711,680,629,800,658",4,2026-05-02,57,692.39,0
SUB-11251,Kolkata,Standard,"469,373,477,348,508,462",5,2026-02-11,80,443.85,1
SUB-11252,Delhi,Premium,"813,842,778,861,882,745",0,2025-12-28,109,824.39,0
SUB-11253,Hyderabad,Standard,"397,446,384,507,426,433",1,2025-12-19,118,426.88,1
SUB-11254,Ahmedabad,Premium,"879,884,867,796,781,791",3,2026-05-02,26,819.51,0
SUB-11255,Ahmedabad,Standard,"330,310,356,397,295,319",1,2026-05-12,1,346.03,0
SUB-11256,Delhi,Premium,"447,426,501,445,433,365",2,2026-03-25,43,421.74,0
SUB-11257,Lucknow,Basic,"233,328,344,298,292,188",2,2026-02-12,107,284.27,0
SUB-11258,Ahmedabad,Basic,"282,251,304,339,284,314",3,2026-04-26,81,291.64,0
SUB-11259,Pune,Basic,"260,298,370,261,242,370",5,2026-01-12,105,279.04,1
SUB-11260,Pune,Premium,"837,953,714,772,878,782",0,2026-02-27,44,776.98,0
SUB-11261,Jaipur,Premium,"752,702,761,686,746,837",3,2026-01-25,89,723.46,0
SUB-11262,Jaipur,Standard,"410,417,386,423,373,366",3,2026-05-26,97,393.42,0
SUB-11263,Mumbai,Premium,"850,841,776,880,780,813",3,2025-12-21,44,781.36,1
SUB-11264,Lucknow,Standard,"284,461,414,460,403,315",1,2026-03-15,26,399.58,0
SUB-11265,Jaipur,Standard,"487,494,455,483,475,464",1,2026-01-11,62,470.4,0
SUB-11266,Kolkata,Basic,"336,216,265,210,205,293",2,2026-04-23,90,239.15,0
SUB-11267,Pune,Standard,"425,363,238,322,328,412",4,2026-02-04,35,359.94,1
SUB-11268,Mumbai,Basic,"247,173,262,272,300,143",2,2026-04-21,49,234.77,0
SUB-11269,Bangalore,Standard,"504,469,540,459,461,411",2,2026-02-05,51,475.6,0
SUB-11270,Pune,Standard,"382,497,381,405,308,357",1,2026-03-03,77,396.49,0
SUB-11271,Kolkata,Premium,"738,739,713,751,696,779",1,2026-01-30,43,682.13,0
SUB-11272,Ahmedabad,Premium,"593,568,712,631,597,608",3,2026-03-04,95,631.7,0
SUB-11273,Pune,Premium,"733,651,638,569,729,564",1,2026-01-13,34,641.35,1
SUB-11274,Kolkata,Standard,"457,483,434,447,481,479",2,2026-05-22,96,434.95,0
SUB-11275,Hyderabad,Standard,"442,510,507,568,454,483",4,2026-01-02,108,506.74,1
SUB-11276,Chennai,Standard,"474,524,472,559,471,530",1,2026-02-18,110,476.56,0
SUB-11277,Kolkata,Standard,"462,470,355,409,463,423",0,2026-06-02,83,429.95,0
SUB-11278,Bangalore,Standard,"376,428,369,406,462,450",4,2026-03-10,4,410.8,0
SUB-11279,Chennai,Standard,"492,453,535,576,466,464",2,2026-04-29,64,508.39,0
SUB-11280,Lucknow,Premium,"973,823,1039,976,908,1002",2,2026-01-19,1,996.13,0
SUB-11281,Kolkata,Premium,"586,625,616,587,600,570",4,2026-01-28,107,613.21,1
SUB-11282,Lucknow,Standard,"499,573,544,470,437,498",3,2026-04-14,41,509.83,0
SUB-11283,Lucknow,Standard,"377,501,474,468,446,509",3,2026-06-05,43,463.23,0
SUB-11284,Chennai,Standard,"484,453,446,563,505,505",0,2026-03-14,104,485.24,0
SUB-11285,Kolkata,Premium,"671,755,776,701,757,717",6,2026-06-03,111,702.2,0
SUB-11286,Ahmedabad,Premium,"927,931,869,852,971,931",1,2026-03-08,1,920.94,0
SUB-11287,Chennai,Premium,"859,900,775,818,896,868",0,2026-04-22,28,844.12,0
SUB-11288,Jaipur,Standard,"421,485,532,450,473,361",3,2026-02-28,119,460.91,0
SUB-11289,Lucknow,Basic,"242,208,312,201,202,263",1,2026-01-07,24,253.65,1
SUB-11290,Delhi,Basic,"391,365,305,299,322,400",0,2026-01-09,53,328.9,1
SUB-11291,Pune,Standard,"330,430,387,367,398,283",3,2026-01-28,95,390.22,1
SUB-11292,Mumbai,Premium,"656,631,607,610,591,612",3,2026-04-02,118,611.8,0
SUB-11293,Mumbai,Standard,"487,573,403,436,455,500",0,2026-02-14,29,444.14,0
SUB-11294,Chennai,Basic,"368,358,288,341,379,303",2,2026-04-02,103,323.74,0
SUB-11295,Delhi,Standard,"457,447,445,394,532,503",3,2026-03-05,1,422.59,0
SUB-11296,Chennai,Basic,"280,270,276,263,290,211",1,2025-12-13,104,246.04,1
SUB-11297,Kolkata,Basic,"237,252,233,264,247,229",2,2026-05-16,41,226.15,0
SUB-11298,Mumbai,Premium,"909,862,960,998,949,1006",0,2026-05-06,113,937.28,0
SUB-11299,Pune,Standard,"448,531,523,449,578,483",3,2026-04-14,67,480.97,0
SUB-11300,Jaipur,Standard,"504,475,527,501,396,468",3,2026-01-14,81,443.36,1
SUB-11301,Pune,Basic,"246,162,215,152,190,191",1,2026-03-29,26,214.65,1
SUB-11302,Pune,Standard,"430,419,455,517,428,392",0,2025-12-28,36,443.72,1
SUB-11303,Pune,Standard,"483,394,445,387,442,470",5,2026-03-03,89,442.11,0
SUB-11304,Pune,Premium,"948,925,858,867,972,921",3,2026-04-09,5,932.52,0
SUB-11305,Chennai,Basic,"200,303,332,245,345,235",4,2026-02-07,116,277.3,1
SUB-11306,Chennai,Premium,"574,620,659,678,646,596",3,2026-02-10,80,607.37,0
SUB-11307,Kolkata,Basic,"225,279,236,252,276,236",3,2026-01-10,43,244.06,1
SUB-11308,Bangalore,Basic,"241,227,173,124,316,225",7,2026-01-15,91,224.83,1
SUB-11309,Kolkata,Basic,"352,402,394,370,247,246",1,2026-05-20,7,323.32,0
SUB-11310,Mumbai,Basic,"341,284,261,308,232,259",2,2026-02-06,81,288.8,0
SUB-11311,Pune,Basic,"346,269,300,226,286,324",3,2026-01-26,62,262.86,1
SUB-11312,Delhi,Premium,"705,714,669,699,709,727",4,2026-01-10,112,737.59,1
SUB-11313,Hyderabad,Basic,"282,359,310,300,347,319",3,2026-03-27,51,309.47,0
SUB-11314,Jaipur,Standard,"468,361,374,362,389,345",7,2026-02-13,76,377.5,1
SUB-11315,Ahmedabad,Premium,"752,760,670,809,793,692",3,2026-02-11,82,761.15,0
SUB-11316,Chennai,Premium,"791,900,748,877,758,839",4,2026-04-12,26,791.32,0
SUB-11317,Mumbai,Standard,"378,425,405,424,393,553",2,2026-04-05,12,439.01,0
SUB-11318,Kolkata,Basic,"285,317,303,232,336,233",4,2026-03-21,114,260.32,0
SUB-11319,Ahmedabad,Premium,"762,740,709,756,702,723",1,2026-04-03,48,714.85,0
SUB-11320,Ahmedabad,Premium,"919,1032,907,936,888,841",1,2026-04-19,76,937.68,0
SUB-11321,Hyderabad,Basic,"209,123,227,378,276,214",2,2026-03-15,104,235.62,0
SUB-11322,Bangalore,Standard,"575,518,444,463,459,423",1,2026-04-25,5,503.95,0
SUB-11323,Ahmedabad,Basic,"385,357,288,342,345,282",0,2026-02-28,93,280.72,0
SUB-11324,Jaipur,Standard,"354,419,377,405,512,409",2,2026-02-21,43,404.86,0
SUB-11325,Ahmedabad,Basic,"255,283,280,309,206,366",3,2026-05-21,62,264.36,0
SUB-11326,Jaipur,Premium,"651,601,731,615,562,631",4,2026-05-02,16,632.07,0
SUB-11327,Lucknow,Basic,"208,256,173,145,201,206",4,2026-03-01,31,212.16,1
SUB-11328,Delhi,Basic,"187,275,259,225,253,160",2,2026-05-14,73,237.92,0
SUB-11329,Bangalore,Basic,"225,272,218,230,263,281",2,2026-02-13,63,274.16,0
SUB-11330,Kolkata,Standard,"417,368,383,433,276,398",3,2025-12-28,77,400.31,1
SUB-11331,Lucknow,Premium,"723,709,805,774,854,820",4,2025-12-21,39,776.67,1
SUB-11332,Delhi,Premium,"801,790,826,754,795,762",6,2026-04-19,95,766.49,0
SUB-11333,Chennai,Standard,"413,479,405,377,397,464",4,2026-02-03,53,445.67,1
SUB-11334,Ahmedabad,Basic,"329,263,252,252,268,204",3,2025-12-16,43,252.8,1
SUB-11335,Jaipur,Basic,"318,225,348,206,225,179",4,2026-01-14,63,238.67,1
SUB-11336,Delhi,Basic,"221,186,242,288,209,238",3,2026-02-28,81,231.51,0
SUB-11337,Hyderabad,Basic,"283,222,287,246,314,260",1,2026-06-04,114,235.21,0
SUB-11338,Pune,Standard,"438,409,483,330,473,523",5,2026-02-05,6,454.11,1
SUB-11339,Mumbai,Standard,"529,451,434,548,522,513",2,2026-04-20,68,491.37,0
SUB-11340,Jaipur,Premium,"767,868,878,903,937,867",2,2026-03-26,83,884.33,0
SUB-11341,Ahmedabad,Premium,"774,830,845,810,837,911",3,2026-04-04,94,847.16,0
SUB-11342,Jaipur,Basic,"252,268,284,348,273,340",2,2026-06-09,104,285.19,0
SUB-11343,Chennai,Standard,"294,405,465,384,411,452",3,2026-03-14,67,407.33,0
SUB-11344,Ahmedabad,Basic,"243,232,280,284,140,223",2,2026-03-19,56,230.92,0
SUB-11345,Kolkata,Premium,"714,856,927,766,759,818",2,2026-06-10,87,844.64,0
SUB-11346,Kolkata,Standard,"335,236,402,470,366,415",1,2026-05-09,80,379.45,0
SUB-11347,Ahmedabad,Basic,"226,130,271,182,245,302",5,2026-05-28,66,233.74,0
SUB-11348,Lucknow,Basic,"258,184,167,134,197,250",3,2026-05-12,25,221.67,0
SUB-11349,Ahmedabad,Premium,"790,811,823,748,812,768",1,2026-02-02,112,783.23,0
SUB-11350,Chennai,Premium,"797,711,665,717,773,766",5,2026-03-04,101,719.87,0
SUB-11351,Kolkata,Basic,"288,350,220,185,203,239",3,2026-05-21,95,228.38,0
SUB-11352,Pune,Standard,"295,353,388,326,387,293",5,2026-01-30,96,368.91,1
SUB-11353,Hyderabad,Premium,"634,691,716,725,751,771",2,2026-02-03,80,713.73,0
SUB-11354,Kolkata,Standard,"579,477,568,518,430,601",1,2026-06-01,35,502.57,0
SUB-11355,Jaipur,Premium,"903,806,836,829,870,945",6,2026-01-16,85,883.31,1
SUB-11356,Hyderabad,Premium,"737,696,690,866,773,752",0,2026-04-17,76,768.93,0
SUB-11357,Mumbai,Basic,"248,285,239,231,314,224",0,2026-01-02,24,231.21,1
SUB-11358,Mumbai,Standard,"432,470,440,492,429,435",3,2026-03-08,81,447.97,0
SUB-11359,Pune,Basic,"302,304,299,256,326,294",4,2026-03-16,109,265.71,0
SUB-11360,Bangalore,Standard,"504,451,526,413,442,468",0,2026-01-03,80,430.61,0
SUB-11361,Mumbai,Basic,"214,246,327,265,164,245",1,2026-03-11,96,233.73,0
SUB-11362,Bangalore,Basic,"166,285,222,198,296,179",1,2025-12-27,107,227.11,1
SUB-11363,Mumbai,Basic,"320,226,172,232,293,261",2,2026-01-09,78,231.62,1
SUB-11364,Lucknow,Standard,"383,445,492,426,512,495",3,2026-04-22,49,424.76,0
SUB-11365,Chennai,Basic,"280,263,179,233,293,279",1,2026-04-30,77,277.26,0
SUB-11366,Chennai,Standard,"547,477,575,525,581,617",0,2026-03-01,109,532.67,0
SUB-11367,Hyderabad,Standard,"544,422,414,466,461,397",3,2026-04-10,1,455.55,0
SUB-11368,Mumbai,Standard,"311,356,382,295,399,407",1,2025-12-29,77,385.0,1
SUB-11369,Lucknow,Basic,"184,219,219,252,132,261",4,2026-03-13,103,235.23,1
SUB-11370,Kolkata,Basic,"217,254,202,172,281,215",5,2026-04-26,103,227.54,0
SUB-11371,Ahmedabad,Basic,"378,240,385,295,326,320",5,2026-05-01,119,302.89,0
SUB-11372,Mumbai,Basic,"235,156,268,160,267,297",5,2026-01-02,19,220.54,1
SUB-11373,Lucknow,Standard,"454,446,487,338,332,367",1,2026-05-19,28,398.51,0
SUB-11374,Jaipur,Standard,"419,426,469,396,383,331",4,2026-06-06,1,392.86,0
SUB-11375,Kolkata,Basic,"192,289,257,268,288,170",2,2026-05-22,26,265.46,0
SUB-11376,Jaipur,Basic,"222,241,200,335,398,235",1,2026-06-02,90,300.24,0
SUB-11377,Pune,Premium,"713,732,784,739,668,806",1,2026-05-28,17,740.75,0
SUB-11378,Kolkata,Premium,"997,929,1082,860,851,1002",4,2026-05-11,112,941.68,0
SUB-11379,Mumbai,Premium,"839,848,822,827,889,985",1,2026-05-28,31,898.53,0
SUB-11380,Hyderabad,Standard,"402,530,426,462,532,375",3,2026-03-30,68,446.15,0
SUB-11381,Ahmedabad,Basic,"307,307,281,227,310,171",1,2026-01-30,118,253.3,0
SUB-11382,Hyderabad,Standard,"488,527,464,456,452,416",1,2026-02-07,97,442.6,0
SUB-11383,Lucknow,Standard,"337,379,440,381,399,415",2,2026-04-20,114,372.84,0
SUB-11384,Lucknow,Premium,"533,550,652,609,589,580",5,2026-05-04,96,558.8,0
SUB-11385,Kolkata,Premium,"684,671,680,818,771,716",1,2025-12-30,43,712.5,0
SUB-11386,Hyderabad,Basic,"302,293,169,250,186,167",1,2026-05-16,68,215.76,0
SUB-11387,Hyderabad,Basic,"302,261,267,221,290,220",4,2026-05-02,69,286.97,0
SUB-11388,Ahmedabad,Basic,"185,152,193,160,184,250",1,2025-12-20,111,233.29,1
SUB-11389,Chennai,Premium,"687,600,633,731,734,681",3,2026-05-07,112,706.04,0
SUB-11390,Pune,Standard,"510,524,447,481,408,346",1,2026-05-09,110,467.37,0
SUB-11391,Lucknow,Standard,"396,437,506,460,479,396",0,2026-05-17,112,472.52,0
SUB-11392,Jaipur,Standard,"497,378,313,445,379,362",3,2026-03-11,24,449.2,0
SUB-11393,Hyderabad,Premium,"865,670,798,799,781,836",3,2025-12-18,60,789.4,1
SUB-11394,Pune,Premium,"798,930,928,823,890,880",2,2026-01-28,101,882.43,0
SUB-11395,Delhi,Standard,"409,349,395,418,554,440",0,2026-03-17,116,456.26,0
SUB-11396,Lucknow,Basic,"218,139,280,235,318,276",2,2026-05-29,32,239.95,0
SUB-11397,Jaipur,Basic,"237,349,155,223,181,151",1,2026-02-23,74,242.62,0
SUB-11398,Lucknow,Standard,"542,395,590,411,397,443",1,2026-03-26,109,458.37,0
SUB-11399,Kolkata,Premium,"840,775,919,891,876,872",4,2026-02-15,65,860.51,0
SUB-11400,Pune,Basic,"227,310,279,225,377,176",2,2026-03-17,87,258.68,0
SUB-11401,Mumbai,Premium,"812,798,732,794,772,773",2,2026-03-28,98,764.28,0
SUB-11402,Jaipur,Premium,"634,674,735,673,689,613",2,2026-01-13,37,691.26,1
SUB-11403,Delhi,Premium,"587,688,755,688,789,727",0,2026-03-20,109,670.07,0
SUB-11404,Mumbai,Premium,"774,793,797,705,796,690",2,2026-05-08,74,788.83,0
SUB-11405,Kolkata,Standard,"457,357,405,538,527,539",1,2026-03-29,53,477.47,0
SUB-11406,Mumbai,Basic,"306,221,283,324,309,357",2,2026-03-18,118,292.06,0
SUB-11407,Mumbai,Standard,"378,375,401,355,354,407",1,2026-02-26,120,390.63,0
SUB-11408,Lucknow,Standard,"453,461,480,486,523,478",3,2026-03-13,45,511.01,0
SUB-11409,Lucknow,Premium,"789,845,854,801,789,828",4,2026-04-19,103,840.91,0
SUB-11410,Hyderabad,Standard,"406,406,504,436,484,332",2,2026-02-01,66,391.47,1
SUB-11411,Delhi,Basic,"322,200,280,185,271,167",6,2026-05-08,65,248.43,0
SUB-11412,Bangalore,Standard,"386,397,276,442,439,431",1,2026-03-19,57,388.98,0
SUB-11413,Kolkata,Standard,"468,443,328,381,395,440",3,2026-02-16,99,435.14,1
SUB-11414,Ahmedabad,Standard,"565,563,501,526,522,608",3,2026-03-08,35,534.87,0
SUB-11415,Lucknow,Basic,"310,233,351,354,249,316",1,2026-03-31,48,286.42,0
SUB-11416,Delhi,Basic,"220,330,364,343,289,297",2,2026-01-31,28,294.19,0
SUB-11417,Ahmedabad,Basic,"254,160,286,336,222,238",3,2026-03-30,109,247.5,0
SUB-11418,Lucknow,Basic,"228,244,195,269,197,269",4,2026-01-10,62,246.67,1
SUB-11419,Ahmedabad,Premium,"878,822,775,761,735,765",3,2026-06-07,5,812.83,0
SUB-11420,Ahmedabad,Basic,"271,309,280,262,214,350",0,2026-03-31,91,234.18,0
SUB-11421,Hyderabad,Standard,"530,513,398,442,468,474",3,2026-03-31,77,472.84,0
SUB-11422,Jaipur,Standard,"548,476,554,514,531,556",1,2025-12-17,73,545.78,0
SUB-11423,Pune,Standard,"517,451,453,512,449,450",5,2026-04-05,115,490.94,0
SUB-11424,Delhi,Standard,"537,542,495,533,518,638",2,2026-05-09,55,537.57,0
SUB-11425,Chennai,Premium,"878,831,894,880,908,825",3,2026-03-16,73,875.14,0
SUB-11426,Pune,Premium,"765,855,850,796,872,879",0,2026-02-06,109,825.57,0
SUB-11427,Delhi,Basic,"237,288,250,254,192,165",3,2026-03-10,43,268.11,0
SUB-11428,Lucknow,Basic,"176,321,242,252,335,320",2,2026-06-04,44,273.88,0
SUB-11429,Bangalore,Standard,"496,366,499,487,410,436",3,2026-02-17,56,473.13,1
SUB-11430,Kolkata,Premium,"1001,970,1026,1100,997,998",3,2026-06-06,94,993.13,0
SUB-11431,Pune,Standard,"444,507,386,491,338,437",3,2026-05-03,16,470.66,0
SUB-11432,Bangalore,Standard,"589,530,485,578,465,540",1,2025-12-20,19,540.76,1
SUB-11433,Ahmedabad,Standard,"444,465,360,630,493,533",1,2026-04-22,47,468.23,0
SUB-11434,Delhi,Standard,"534,367,424,514,398,555",6,2026-03-09,105,453.83,1
SUB-11435,Delhi,Premium,"733,684,706,713,728,686",3,2026-04-21,81,682.47,0
SUB-11436,Kolkata,Basic,"277,163,325,223,286,264",0,2025-12-30,64,252.54,1
SUB-11437,Mumbai,Basic,"266,228,208,205,142,256",2,2026-03-31,44,238.43,0
SUB-11438,Hyderabad,Standard,"422,454,476,425,478,513",4,2026-04-11,72,458.6,0
SUB-11439,Kolkata,Standard,"359,420,483,464,417,510",2,2026-01-03,46,443.2,1
SUB-11440,Hyderabad,Standard,"291,381,435,465,423,382",0,2026-02-20,119,386.31,0
SUB-11441,Bangalore,Basic,"242,240,228,286,182,274",1,2026-01-20,55,240.74,1
SUB-11442,Chennai,Basic,"237,278,306,292,346,222",5,2025-12-25,48,286.71,1
SUB-11443,Ahmedabad,Premium,"852,902,946,932,784,802",2,2026-02-25,111,838.34,0
SUB-11444,Pune,Premium,"719,785,811,819,783,806",3,2026-01-19,7,763.14,0
SUB-11445,Lucknow,Standard,"423,451,442,337,297,300",6,2026-06-10,98,392.54,0
SUB-11446,Kolkata,Premium,"560,666,647,667,709,669",1,2026-05-19,75,649.69,0
SUB-11447,Mumbai,Premium,"711,753,750,747,742,773",3,2026-05-29,54,764.32,0
SUB-11448,Kolkata,Basic,"350,239,274,291,220,323",6,2026-02-10,11,285.58,1
SUB-11449,Delhi,Standard,"393,423,432,444,465,421",0,2026-03-19,117,470.8,0
SUB-11450,Ahmedabad,Premium,"754,734,720,788,643,712",3,2026-05-02,42,746.52,0
SUB-11451,Delhi,Premium,"829,953,930,955,891,871",5,2026-01-14,92,889.91,0
SUB-11452,Ahmedabad,Premium,"604,621,662,666,638,595",3,2026-04-15,30,680.34,0
SUB-11453,Pune,Premium,"932,851,859,913,786,845",6,2026-05-31,50,849.26,0
SUB-11454,Lucknow,Premium,"828,747,800,866,809,885",5,2026-05-25,32,794.92,0
SUB-11455,Pune,Basic,"243,330,261,191,123,177",3,2026-01-15,68,231.82,1
SUB-11456,Jaipur,Premium,"833,905,891,862,900,865",3,2026-03-14,70,847.07,0
SUB-11457,Mumbai,Basic,"308,235,161,308,313,351",4,2026-03-09,5,282.47,1
SUB-11458,Hyderabad,Premium,"808,768,876,787,809,888",5,2026-01-10,26,819.2,0
SUB-11459,Delhi,Basic,"283,307,293,270,233,279",7,2026-03-09,14,282.1,1
SUB-11460,Chennai,Basic,"250,222,271,295,321,305",0,2026-05-01,6,282.04,0
SUB-11461,Pune,Standard,"583,520,583,615,456,535",6,2026-06-03,7,569.99,0
SUB-11462,Lucknow,Premium,"675,860,721,752,741,772",3,2025-12-18,25,774.14,1
SUB-11463,Chennai,Premium,"620,645,699,625,779,668",2,2026-01-16,28,713.87,0
SUB-11464,Pune,Basic,"220,240,241,261,317,212",5,2026-01-12,64,219.24,1
SUB-11465,Mumbai,Basic,"190,186,192,248,216,163",4,2026-06-11,117,216.42,0
SUB-11466,Chennai,Premium,"686,730,682,717,666,636",3,2025-12-31,72,684.24,1
SUB-11467,Ahmedabad,Premium,"672,710,657,605,625,700",1,2025-12-26,22,662.9,0
SUB-11468,Delhi,Premium,"716,669,715,700,743,726",4,2026-01-05,69,729.22,1
SUB-11469,Chennai,Premium,"919,850,826,881,829,947",4,2026-03-31,39,860.74,0
SUB-11470,Ahmedabad,Premium,"749,859,852,878,784,779",4,2026-02-26,13,810.28,0
SUB-11471,Ahmedabad,Standard,"535,471,526,588,472,539",1,2026-04-09,52,544.41,0
SUB-11472,Kolkata,Basic,"199,226,249,329,285,328",3,2026-06-09,95,251.11,0
SUB-11473,Jaipur,Basic,"325,325,257,298,263,167",4,2026-01-31,39,275.03,1
SUB-11474,Delhi,Basic,"261,274,277,165,263,319",2,2026-04-25,38,268.75,0
SUB-11475,Pune,Standard,"469,562,505,546,434,485",2,2026-02-08,38,504.37,0
SUB-11476,Kolkata,Basic,"284,255,288,258,333,320",3,2026-02-26,94,248.28,0
SUB-11477,Kolkata,Standard,"540,530,482,532,433,505",3,2026-06-04,109,498.24,0
SUB-11478,Kolkata,Standard,"525,505,547,635,639,644",5,2026-01-19,83,579.98,1
SUB-11479,Chennai,Premium,"1053,991,894,934,1006,970",1,2026-04-30,98,999.5,0
SUB-11480,Ahmedabad,Premium,"807,763,790,853,770,768",8,2026-02-20,106,828.91,1
SUB-11481,Pune,Basic,"187,213,248,183,256,172",3,2026-01-10,57,220.56,1
SUB-11482,Hyderabad,Premium,"914,942,995,972,1030,979",3,2025-12-19,12,1002.24,1
SUB-11483,Jaipur,Standard,"399,466,483,459,497,438",5,2026-03-26,57,483.99,0
SUB-11484,Kolkata,Premium,"726,666,699,581,655,655",5,2026-04-29,73,667.15,0
SUB-11485,Kolkata,Standard,"486,515,448,469,453,392",3,2026-02-17,68,479.44,0
SUB-11486,Delhi,Standard,"445,482,455,449,451,412",2,2026-04-07,120,458.9,0
SUB-11487,Pune,Premium,"737,790,729,705,701,630",4,2026-01-17,28,732.47,1
SUB-11488,Lucknow,Premium,"748,716,767,618,654,714",1,2026-04-09,43,699.7,0
SUB-11489,Delhi,Standard,"384,306,382,477,414,403",1,2026-02-20,43,416.34,0
SUB-11490,Pune,Standard,"430,530,474,461,355,456",0,2026-05-06,84,477.71,0
SUB-11491,Chennai,Premium,"847,825,932,890,989,848",3,2026-06-09,36,869.75,0
SUB-11492,Bangalore,Premium,"726,846,782,781,816,860",2,2026-01-13,49,812.2,0
SUB-11493,Mumbai,Premium,"644,809,839,778,755,773",0,2026-03-07,73,758.7,0
